referencia,abacco_id,linea,descripcion,iva,precio_unitario,cantidad,descuento,total_bruto
CO2602-4095,4719,5,MUEBLES - SOFACAMA CHINO - GAMUZA ELEFANTE - BEIGE 2 - PATA SOFA CAMA METAL - exhibición MILLENNIUM,"445,00",1,26%,"329,30",
CO2602-4094,4720,1,"02 - BOX SOLO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2602-4094,4720,2,390 - LINO,"0,00",1,,"0,00",
CO2602-4094,4720,3,450 - NEGRO,"0,00",1,,"0,00",
CO2602-4094,4720,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4094,4720,5,"CAMAS - BOX SOLO MATRIMONIAL 1,40 x 1,90 - LINO - NEGRO - PATAS DECORATIVAS - -","175,00",1,"26,9%","127,93",
CO2602-4094,4720,6,674 - DALLAS PILLOW - COLFEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2602-4094,4720,7,COLCHONES - DALLAS PILLOW - COLFEX - MATRIMONIAL -,"455,00",1,27%,"332,15",
CO2602-4084,4721,1,"02 - BOX SOLO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2602-4084,4721,2,436 - GRIS,"0,00",1,,"0,00",
CO2602-4084,4721,3,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4084,4721,4,782 - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2602-4084,4721,5,COLCHONES - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL -,"275,00",1,30%,"192,50",
CO2602-4084,4721,6,DELIVERY -,"20,00",1,,"20,00",
CO2602-4084,4721,7,985 - SERVICIO SUBIDA,"0,00",1,,"0,00",
CO2602-4084,4721,8,DELIVERY - SERVICIO SUBIDA,"20,00",1,,"20,00",
CO2602-4084,4721,9,"02 - BOX SOLO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2602-4084,4721,10,890 - TAPI POLO,"0,00",1,,"0,00",
CO2602-4084,4721,11,436 - GRIS,"0,00",1,,"0,00",
CO2602-4084,4721,12,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4084,4721,13,"CAMAS - BOX SOLO MATRIMONIAL 1,40 x 1,90 - TAPI POLO - GRIS - PATAS DECORATIVAS - -","175,00",1,"32,86%","117,50",
CO2602-4085,4722,1,994 - DT + LINEAL MIXTA MATRIMONIAL,"0,00",1,,"0,00",
CO2602-4085,4722,2,5532 - TEUSAQUILLO,"35,00",1,,"35,00",
CO2602-4085,4722,3,422 - BEIGE 1,"9,40",1,,"9,40",
CO2602-4085,4722,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4085,4722,5,CAMAS - DT + LINEAL MIXTA MATRIMONIAL - TEUSAQUILLO - BEIGE 1 - PATAS DECORATIVAS - -,"275,00",1,,"275,00",
CO2602-4086,4723,1,5000-72 - 5000-72 DORIPEL Dueto 4 puertas beige con marron,"0,00",1,,"0,00",
CO2602-4086,4723,2,CLOSET - 5000-72 DORIPEL Dueto 4 puertas beige con marron,"275,00",1,,"275,00",
CO2602-4086,4723,3,DELIVERY -,"10,00",1,,"10,00",
CO2602-4087,4724,1,5509 - BL +ACOLCHADO LISO + MATRIMONIAL,"0,00",1,,"0,00",
CO2602-4087,4724,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2602-4087,4724,3,422 - BEIGE 1,"0,00",1,,"0,00",
CO2602-4087,4724,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4087,4724,5,CAMAS - BL +ACOLCHADO LISO + MATRIMONIAL - OTTOMAN - BEIGE 1 - PATAS DECORATIVAS - **Sin marco****,"240,00",1,,"240,00",
CO2602-4087,4724,6,DELIVERY -,"15,00",1,,"15,00",
CO2602-4088,4725,1,5504 - BL + LINEAL MIXTA MATRIMONIAL,"0,00",1,,"0,00",
CO2602-4088,4725,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2602-4088,4725,3,422 - BEIGE 1,"0,00",1,,"0,00",
CO2602-4088,4725,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4088,4725,5,CAMAS - BL + LINEAL MIXTA MATRIMONIAL - OTTOMAN - BEIGE 1 - PATAS DECORATIVAS - -,"240,00",1,,"240,00",
CO2602-4080,4713,1,782 - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2602-4080,4713,2,COLCHONES - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL -,"275,00",1,15%,"233,75",
CO2602-4080,4713,3,"01 - BOX SOLO INDIVIDUAL 1,00 x 1,90","0,00",1,,"0,00",
CO2602-4080,4713,4,403 - LINO T,"0,00",1,,"0,00",
CO2602-4080,4713,5,450 - NEGRO,"0,00",1,,"0,00",
CO2602-4080,4713,6,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4080,4713,7,"CAMAS - BOX SOLO INDIVIDUAL 1,00 x 1,90 - LINO T - NEGRO - PATAS DECORATIVAS - -","155,00",1,,"155,00",
CO2602-4080,4713,8,"02 - BOX SOLO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2602-4080,4713,9,403 - LINO T,"0,00",1,,"0,00",
CO2602-4080,4713,10,450 - NEGRO,"0,00",1,,"0,00",
CO2602-4080,4713,11,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4080,4713,12,"CAMAS - BOX SOLO MATRIMONIAL 1,40 x 1,90 - LINO T - NEGRO - PATAS DECORATIVAS - -","175,00",1,15%,"148,75",
CO2602-4081,4714,1,5510 - BL + ACOLCHADO LISO + QUEEN,"0,00",1,,"0,00",
CO2602-4081,4714,2,383 - TAPI SWEET (CASTILLO),"0,00",1,,"0,00",
CO2602-4081,4714,3,730 - KHAKI SEMOLINA,"0,00",1,,"0,00",
CO2602-4081,4714,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4081,4714,5,CAMAS - BL + ACOLCHADO LISO + QUEEN - TAPI SWEET (CASTILLO) - KHAKI SEMOLINA - PATAS DECORATIVAS - -,"305,00",1,30%,"213,50",
CO2602-4081,4714,6,985 - SERVICIO SUBIDA,"0,00",1,,"0,00",
CO2602-4081,4714,7,DELIVERY - SERVICIO SUBIDA,"16,50",1,,"16,50",
CO2602-4283,4715,1,562 - MESA DE CENTRO ADONIS,"0,00",1,,"0,00",
CO2602-4283,4715,2,COM IMPORTADOS - MESA DE CENTRO ADONIS,"180,00",1,,"180,00",
CO2602-4082,4716,1,5510 - BL + ACOLCHADO LISO + QUEEN,"0,00",1,,"0,00",
CO2602-4082,4716,2,5532 - TEUSAQUILLO,"50,00",1,,"50,00",
CO2602-4082,4716,3,443 - MARFIL,"0,00",1,,"0,00",
CO2602-4082,4716,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4082,4716,5,"CAMAS - BL + ACOLCHADO LISO + QUEEN - TEUSAQUILLO - MARFIL - PATAS DECORATIVAS - URGENTE, Entrega para el jueves 19/02","305,00",1,10%,"274,50",
CO2602-4138,4717,1,800 - DELUXE 2 PILLOW - COBARCA - KING,"0,00",1,,"0,00",
CO2602-4138,4717,2,COLCHONES - DELUXE 2 PILLOW - COBARCA - KING -,"660,00",1,,"660,00",
CO2602-4456,4718,1,"18 - BL + RELIEVE MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2602-4456,4718,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2602-4456,4718,3,422 - BEIGE 1,"0,00",1,,"0,00",
CO2602-4456,4718,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4456,4718,5,"CAMAS - BL + RELIEVE MATRIMONIAL 1,40 x 1,90 - OTTOMAN - BEIGE 1 - PATAS DECORATIVAS - -","240,00",1,,"240,00",
CO2602-4073,4706,1,5511 - BL + ACOLCHADO LISO + KING,"0,00",1,,"0,00",
CO2602-4073,4706,2,383 - TAPI SWEET (CASTILLO),"0,00",1,,"0,00",
CO2602-4073,4706,3,379 - GRIS AHUMADO,"0,00",1,,"0,00",
CO2602-4073,4706,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4073,4706,5,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2602-4073,4706,6,CAMAS - BL + ACOLCHADO LISO + KING - TAPI SWEET (CASTILLO) - GRIS AHUMADO - PATAS DECORATIVAS - 2 ALMOHADA OBSEQUIO -,"365,00",1,,"365,00",
CO2602-4073,4706,7,5511 - BL + ACOLCHADO LISO + KING,"0,00",1,,"0,00",
CO2602-4073,4706,8,383 - TAPI SWEET (CASTILLO),"0,00",1,,"0,00",
CO2602-4073,4706,9,379 - GRIS AHUMADO,"0,00",1,,"0,00",
CO2602-4073,4706,10,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4073,4706,11,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2602-4073,4706,12,CAMAS - BL + ACOLCHADO LISO + KING - TAPI SWEET (CASTILLO) - GRIS AHUMADO - PATAS DECORATIVAS - 2 ALMOHADA OBSEQUIO -,"365,00",1,,"365,00",
CO2602-4073,4706,13,5508 - BL + ACOLCHADO LISO INDIVIDUAL,"0,00",1,,"0,00",
CO2602-4073,4706,14,383 - TAPI SWEET (CASTILLO),"0,00",1,,"0,00",
CO2602-4073,4706,15,379 - GRIS AHUMADO,"0,00",1,,"0,00",
CO2602-4073,4706,16,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4073,4706,17,704 - 1 ALMOHADA OBSEQUI,"0,00",1,,"0,00",
CO2602-4073,4706,18,CAMAS - BL + ACOLCHADO LISO INDIVIDUAL - TAPI SWEET (CASTILLO) - GRIS AHUMADO - PATAS DECORATIVAS - 1 ALMOHADA OBSEQUI -,"215,00",1,,"215,00",
CO2602-4073,4706,19,5508 - BL + ACOLCHADO LISO INDIVIDUAL,"0,00",1,,"0,00",
CO2602-4073,4706,20,383 - TAPI SWEET (CASTILLO),"0,00",1,,"0,00",
CO2602-4073,4706,21,379 - GRIS AHUMADO,"0,00",1,,"0,00",
CO2602-4073,4706,22,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4073,4706,23,704 - 1 ALMOHADA OBSEQUI,"0,00",1,,"0,00",
CO2602-4073,4706,24,CAMAS - BL + ACOLCHADO LISO INDIVIDUAL - TAPI SWEET (CASTILLO) - GRIS AHUMADO - PATAS DECORATIVAS - 1 ALMOHADA OBSEQUI -,"215,00",1,,"215,00",
CO2602-4073,4706,25,5509 - BL +ACOLCHADO LISO + MATRIMONIAL,"0,00",1,,"0,00",
CO2602-4073,4706,26,383 - TAPI SWEET (CASTILLO),"0,00",1,,"0,00",
CO2602-4073,4706,27,379 - GRIS AHUMADO,"0,00",1,,"0,00",
CO2602-4073,4706,28,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4073,4706,29,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2602-4073,4706,30,CAMAS - BL +ACOLCHADO LISO + MATRIMONIAL - TAPI SWEET (CASTILLO) - GRIS AHUMADO - PATAS DECORATIVAS - 2 ALMOHADA OBSEQUIO -,"240,00",1,,"240,00",
CO2602-4073,4706,31,623 - GRANADA - LATINFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2602-4073,4706,32,COLCHONES - GRANADA - LATINFLEX - MATRIMONIAL -,"380,00",1,,"380,00",
CO2602-4073,4706,33,625 - GRANADA - LATINFLEX - KING,"0,00",1,,"0,00",
CO2602-4073,4706,34,COLCHONES - GRANADA - LATINFLEX - KING -,"510,00",1,,"510,00",
CO2602-4073,4706,35,625 - GRANADA - LATINFLEX - KING,"0,00",1,,"0,00",
CO2602-4073,4706,36,COLCHONES - GRANADA - LATINFLEX - KING -,"510,00",1,,"510,00",
CO2602-4073,4706,37,622 - GRANADA - LATINFLEX - INDIVIDUAL,"0,00",1,,"0,00",
CO2602-4073,4706,38,COLCHONES - GRANADA - LATINFLEX - INDIVIDUAL -,"275,00",1,,"275,00",
CO2602-4073,4706,39,622 - GRANADA - LATINFLEX - INDIVIDUAL,"0,00",1,,"0,00",
CO2602-4073,4706,40,COLCHONES - GRANADA - LATINFLEX - INDIVIDUAL -,"275,00",1,,"275,00",
CO2602-4074,4707,1,781 - ECOFLEX SIN PILLOW - COBARCA - INDIVIDUAL,"0,00",1,,"0,00",
CO2602-4074,4707,2,COLCHONES - ECOFLEX SIN PILLOW - COBARCA - INDIVIDUAL -,"230,00",1,,"230,00",
CO2602-4083,4708,1,"07 - BL + ITALO QUEEN 1,60 x 1,90","0,00",1,,"0,00",
CO2602-4083,4708,2,390 - LINO,"0,00",1,,"0,00",
CO2602-4083,4708,3,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2602-4083,4708,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4083,4708,5,"CAMAS - BL + ITALO QUEEN 1,60 x 1,90 - LINO - GRIS PLOMO - PATAS DECORATIVAS - -","305,00",1,,"305,00",
CO2602-4075,4709,1,"1026 - BL + ITALO PROMO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2602-4075,4709,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2602-4075,4709,3,437 - GRIS CLARO,"0,00",1,,"0,00",
CO2602-4075,4709,4,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2602-4075,4709,5,"CAMAS - BL + RELIEVE PROMO MATRIMONIAL CAMA EN TIENDA 1,40 x 1,90 - OTTOMAN - GRIS CLARO - - 2 ALMOHADA OBSEQUIO -","225,00",1,15%,"191,25",
CO2602-4075,4709,6,782 - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2602-4075,4709,7,COLCHONES - ECOFLEX SIN PILLOW - COBARCA - MATRIMONIAL -,"275,00",1,15%,"233,75",
CO2602-4076,4710,1,611 - ALASKA - MUNDOFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2602-4076,4710,2,COLCHONES - - ALASKA - MUNDOFLEX - MATRIMONIAL,"230,00",1,,"230,00",
CO2602-4418,4711,1,"02 - BOX SOLO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2602-4418,4711,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2602-4418,4711,3,422 - BEIGE 1,"0,00",1,,"0,00",
CO2602-4418,4711,4,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2602-4418,4711,5,"CAMAS - BOX SOLO MATRIMONIAL 1,40 x 1,90 - OTTOMAN - BEIGE 1 - - 2 ALMOHADA OBSEQUIO -","175,00",1,,"175,00",
CO2602-4418,4711,6,601 - ARUBA - LATINFLEX - MATRIMONIAL,"0,00",1,,"0,00",
CO2602-4418,4711,7,COLCHONES - - ARUBA - LATINFLEX - MATRIMONIAL,"230,00",1,,"230,00",
(PROV4712),4712,1,642 - MILANO - MUNDOFLEX - INDIVIDUAL,,0.00,,,
(PROV4712),4712,2,COLCHONES - MILANO - MUNDOFLEX - INDIVIDUAL -,10%,274.50,,,
(PROV4712),4712,3,30206-42 - 30206-42 DORIPEL Rivera 6 puertas 2 gavetas castaño,,0.00,,,
(PROV4712),4712,4,CLOSET - 30206-42 DORIPEL Rivera 6 puertas 2 gavetas castaño,10%,328.50,,,
CO2602-4068,4702,1,675 - DALLAS PILLOW - COLFEX - QUEEN,"0,00",1,,"0,00",
CO2602-4068,4702,2,COLCHONES - DALLAS PILLOW - COLFEX - QUEEN -,"550,00",1,15%,"467,50",
CO2602-4078,4703,1,632 - ROTTERDAM - LATINFLEX - QUEEN,"0,00",1,,"0,00",
CO2602-4078,4703,2,COLCHONES - ROTTERDAM - LATINFLEX - QUEEN -,"550,00",1,,"550,00",
CO2602-4069,4704,1,"567 - BL + COPETE LISO QUEEN 1,60 x 1,90","0,00",1,,"0,00",
CO2602-4069,4704,2,5590 - PRIMADA,"80,00",1,,"80,00",
CO2602-4069,4704,3,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4069,4704,4,"CAMAS - BL + COPETE LISO QUEEN 1,60 x 1,90 - PRIMADA - Almendra - PATAS DECORATIVAS - copete con 1,20 de alto -","305,00",1,,"305,00",
CO2602-4070,4705,1,"02 - BOX SOLO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2602-4070,4705,2,390 - LINO,"0,00",1,,"0,00",
CO2602-4070,4705,3,450 - NEGRO,"0,00",1,,"0,00",
CO2602-4070,4705,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4070,4705,5,"CAMAS - BOX SOLO MATRIMONIAL 1,40 x 1,90 - LINO - NEGRO - PATAS DECORATIVAS - -","175,00",1,,"175,00",
CO2602-4050,4682,1,38 - BL + LINEAL HORIZONTAL SIN MARCO MATRIMONIAL,"0,00",1,,"0,00",
CO2602-4050,4682,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2602-4050,4682,3,437 - GRIS CLARO,"0,00",1,,"0,00",
CO2602-4050,4682,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4050,4682,5,CAMAS - BL + LINEAL HORIZONTAL SIN MARCO MATRIMONIAL - OTTOMAN - GRIS CLARO - PATAS DECORATIVAS - -,"240,00",1,,"240,00",
CO2602-4053,4683,1,83 - DT + CAPITONEADO ESCONDIDO QUEEN,"0,00",1,,"0,00",
CO2602-4053,4683,2,890 - TAPI POLO,"0,00",1,,"0,00",
CO2602-4053,4683,3,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2602-4053,4683,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4053,4683,5,579 - DIVISION EN 2,"0,00",1,,"0,00",
CO2602-4053,4683,6,CAMAS - DT + CAPITONEADO ESCONDIDO QUEEN - TAPI POLO - GRIS PLOMO - PATAS DECORATIVAS - - DIVISION EN 2,"375,00",1,15%,"318,75",
CO2602-4053,4683,7,679 - LADY BEST - COLFLEX - QUEEN,"0,00",1,,"0,00",
CO2602-4053,4683,8,COLCHONES - LADY BEST - COLFLEX - QUEEN -,"635,00",1,15%,"539,75",
CO2602-4053,4683,9,"97 - DT + LINEAL HORIZONTAL SIN MARCO INDIVIDUAL 1,00 x 1,90","0,00",1,,"0,00",
CO2602-4053,4683,10,393 - OTTOMAN,"0,00",1,,"0,00",
CO2602-4053,4683,11,437 - GRIS CLARO,"0,00",1,,"0,00",
CO2602-4053,4683,12,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4053,4683,13,"CAMAS - DT + LINEAL HORIZONTAL SIN MARCO INDIVIDUAL 1,00 x 1,90 - OTTOMAN - GRIS CLARO - PATAS DECORATIVAS - -","250,00",1,15%,"212,50",
CO2602-4054,4684,1,799 - DELUXE 2 PILLOW - COBARCA - QUEEN,"0,00",1,,"0,00",
CO2602-4054,4684,2,COLCHONES - DELUXE 2 PILLOW - COBARCA - QUEEN -,"530,00",1,30%,"371,00",
CO2602-4054,4684,3,"11 - BL + BARCELONA QUEEN 1,60 x 1,90","0,00",1,,"0,00",
CO2602-4054,4684,4,403 - LINO T,"0,00",1,,"0,00",
CO2602-4054,4684,5,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2602-4054,4684,6,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4054,4684,7,"CAMAS - BL + BARCELONA QUEEN 1,60 x 1,90 - LINO T - GRIS PLOMO - PATAS DECORATIVAS - -","305,00",1,30%,"213,50",
CO2602-4054,4684,8,884 - MUEBLE SANTORINI CHEILO IZQUIERDO,"0,00",1,,"0,00",
CO2602-4054,4684,9,403 - LINO T,"0,00",1,,"0,00",
CO2602-4054,4684,10,439 - GRIS PLOMO,"0,00",1,,"0,00",
CO2602-4054,4684,11,MUEBLES - MUEBLE SANTORINI CHEILO IZQUIERDO viendo desde frente - LINO T - GRIS PLOMO - -,"760,00",1,30%,"532,00",
(PROV4685),4685,1,784 - ECOFLEX 1 PILLOW - COBARCA - INDIVIDUAL,,0.00,,,
(PROV4685),4685,2,COLCHONES - ECOFLEX 1 PILLOW - COBARCA - INDIVIDUAL -,10%,225.00,,,
CO2602-4055,4686,1,"102 - DT + LINEAL VERTICAL SIN MARCO MATRIMONIAL 1,40 x 1,90","0,00",1,,"0,00",
CO2602-4055,4686,2,393 - OTTOMAN,"0,00",1,,"0,00",
CO2602-4055,4686,3,422 - BEIGE 1,"0,00",1,,"0,00",
CO2602-4055,4686,4,407 - PATAS DECORATIVAS,"0,00",1,,"0,00",
CO2602-4055,4686,5,705 - 2 ALMOHADA OBSEQUIO,"0,00",1,,"0,00",
CO2602-4055,4686,6,"CAMAS - DT + LINEAL VERTICAL SIN MARCO MATRIMONIAL 1,40 x 1,90 - OTTOMAN - BEIGE 1 - PATAS DECORATIVAS - 2 ALMOHADA OBSEQUIO - URGENTE","275,00",1,,"275,00",
CO2602-4055,4686,7,785 - ECOFLEX 1 PILLOW - COBARCA - MATRIMONIAL,"0,00",1,,"0,00",
CO2602-4055,4686,8,COLCHONES - ECOFLEX 1 PILLOW - COBARCA - MATRIMONIAL -,"320,00",1,,"320,00",
CO2602-4055,4686,9,"103 - DT + LINEAL VERTICAL SIN MARCO QUEEN 1,60 x 1,90","0,00",1,,"0,00",
CO2602-4055,4686,10,393 - OTTOMAN,"0,00",1,,"0,00",
